"Sec","Code","Course (hr, crd)","Description","Day","Time","Instructor","Location","Enrolled","Limit","Mode of Instruction",
"1","45481","BIOL 230 (6, 4)","Biostatistics","T","1:40 PM - 4:30 PM","Anadon, Jose","SB D141","16","18","In-Person",
"1","45481","BIOL 230 (6, 4)","Biostatistics","T","10:05 AM - 11:55 AM","Anadon, Jose","SB B137","16","18","In-Person",
"3","45508","BIOL 230 (6, 4)","Biostatistics","TH","9:05 AM - 9:55 AM","Anadon, Jose","SB D139","17","18","In-Person",
"3","45508","BIOL 230 (6, 4)","Biostatistics","T","6:30 PM - 9:20 PM","Klein, Coby","SB D141","17","18","In-Person",
"1","47047","BIOL 245 (3, 3)","Evolution &amp; Culture","W","6:30 PM - 9:20 PM","Baker, Mitchell","CD 134","29","29","In-Person",
"1","41172","BIOL 263 (5, 3)","Lab Tech Cellular","TH","12:10 PM - 2:00 PM","Greene, Vilma","SB D335","18","18","In-Person",
"1","41172","BIOL 263 (5, 3)","Lab Tech Cellular","TH","9:10 AM - 12:00 PM","Greene, Vilma","SB D335","18","18","In-Person",
"1H","83453","BIOL 285 (4, 4)","Princ Of Genetics","T","5:00 PM - 5:50 PM","Savagedunn, Cathy","RZ 128","11","15","In-Person",
"1H","83453","BIOL 285 (4, 4)","Princ Of Genetics","T","5:00 PM - 5:50 PM","Clark, James","RZ 128","11","15","In-Person",
"1","42495","BIOL 285 (4, 4)","Princ Of Genetics","T, TH","3:10 PM - 4:25 PM","Melendez, Alicia","RE 100","100","120","In-Person",
"1G","79896","BIOL 285 (4, 4)","Princ Of Genetics","TH","5:00 PM - 5:50 PM","Savagedunn, Cathy","RZ 128","12","15","In-Person",
"1G","79896","BIOL 285 (4, 4)","Princ Of Genetics","TH","5:00 PM - 5:50 PM","Clark, James","RZ 128","12","15","In-Person",
"1F","44557","BIOL 285 (4, 4)","Princ Of Genetics","TH","6:30 PM - 7:20 PM","Savagedunn, Cathy","RZ 128","12","12","In-Person",
"1F","44557","BIOL 285 (4, 4)","Princ Of Genetics","TH","6:30 PM - 7:20 PM","Clark, James","RZ 128","12","12","In-Person",
"1E","44548","BIOL 285 (4, 4)","Princ Of Genetics","T","6:30 PM - 7:20 PM","Savagedunn, Cathy","RZ 128","7","12","In-Person",
"1E","44548","BIOL 285 (4, 4)","Princ Of Genetics","T","6:30 PM - 7:20 PM","Madaan, Uday","RZ 128","7","12","In-Person",
"1D","44543","BIOL 285 (4, 4)","Princ Of Genetics","TH","1:30 PM - 2:20 PM","Savagedunn, Cathy","SB D139","20","18","In-Person",
"1","42495","BIOL 285 (4, 4)","Princ Of Genetics","T, TH","3:10 PM - 4:25 PM","Savagedunn, Cathy","RE 100","100","120","In-Person",
"1C","44538","BIOL 285 (4, 4)","Princ Of Genetics","T","1:40 PM - 2:30 PM","Savagedunn, Cathy","RZ 128","13","18","In-Person",
"1D","44543","BIOL 285 (4, 4)","Princ Of Genetics","TH","1:30 PM - 2:20 PM","Clark, James","SB D139","20","18","In-Person",
"1C","44538","BIOL 285 (4, 4)","Princ Of Genetics","T","1:40 PM - 2:30 PM","Madaan, Uday","RZ 128","13","18","In-Person",
"1B","44535","BIOL 285 (4, 4)","Princ Of Genetics","TH","5:00 PM - 5:50 PM","Savagedunn, Cathy","SB D139","12","15","In-Person",
"1B","44535","BIOL 285 (4, 4)","Princ Of Genetics","TH","5:00 PM - 5:50 PM","Madaan, Uday","SB D139","12","15","In-Person",
"1A","44530","BIOL 285 (4, 4)","Princ Of Genetics","T","5:00 PM - 5:50 PM","Savagedunn, Cathy","SB D139","13","15","In-Person",
"1A","44530","BIOL 285 (4, 4)","Princ Of Genetics","T","5:00 PM - 5:50 PM","Madaan, Uday","SB D139","13","15","In-Person",
"1","41193","BIOL 286 (3, 3)","Princ Cell Biology","T, TH","5:00 PM - 6:15 PM","Fath, Karl","RE 100","181","182","In-Person",
"1","40809","BIOL 315 (6, 4)","Higher Plants","T","2:45 PM - 3:35 PM","Sperling, Jon","CH 203","10","10","In-Person",
"1","40809","BIOL 315 (6, 4)","Higher Plants","T","12:10 PM - 2:00 PM","Sperling, Jon","CH 203","10","10","In-Person",
"1","40809","BIOL 315 (6, 4)","Higher Plants","T","9:10 AM - 12:00 PM","Sperling, Jon","CH 203","10","10","In-Person",
"1B","40447","BIOL 325 (7, 4)","Anatomy And Physiology I","TH","9:10 AM - 12:00 PM","Vesanen, Mika","SB B245","21","20","In-Person",
"1","40436","BIOL 325 (7, 4)","Anatomy And Physiology I","W","1:40 PM - 4:30 PM","Vesanen, Mika","RE 209","59","60","In-Person",
"1A","40441","BIOL 325 (7, 4)","Anatomy And Physiology I","T","12:15 PM - 1:05 PM","Vesanen, Mika","SB D101","22","20","In-Person",
"1C","80861","BIOL 325 (7, 4)","Anatomy And Physiology I","M","8:10 AM - 12:00 PM","Vesanen, Mika","SB B245","17","20","In-Person",
"1B","40447","BIOL 325 (7, 4)","Anatomy And Physiology I","TH","12:15 PM - 1:05 PM","Vesanen, Mika","SB D101","21","20","In-Person",
"1A","40441","BIOL 325 (7, 4)","Anatomy And Physiology I","T","9:10 AM - 12:00 PM","Vesanen, Mika","SB B245","22","20","In-Person",
"1A","40441","BIOL 325 (7, 4)","Anatomy And Physiology I","T","12:15 PM - 1:05 PM",", ","SB D101","22","20","In-Person",
"1B","40447","BIOL 325 (7, 4)","Anatomy And Physiology I","TH","12:15 PM - 1:05 PM",", ","SB D101","21","20","In-Person",
"1A","40664","BIOL 340 (6, 4)","General Ecology","T","1:40 PM - 5:30 PM","Waldman, John","CH 204","15","16","In-Person",
"1","40661","BIOL 340 (6, 4)","General Ecology","T","10:05 AM - 11:55 AM","Waldman, John","SB D139","31","33","In-Person",
"1B","40669","BIOL 340 (6, 4)","General Ecology","W","1:40 PM - 5:30 PM","Waldman, John","CH 204","16","16","In-Person",
"1","41115","BIOL 373 (4, 4)","Neurobiology","T, TH","6:30 PM - 8:20 PM","Pena, Catherine","KG 206","27","25","In-Person",
"1","41115","BIOL 373 (4, 4)","Neurobiology","T, TH","6:30 PM - 8:20 PM","Friedman, Allyson","KG 206","27","25","In-Person",
"1","41128","BIOL 381 (1, 1)","Colloquium In Biol","W","11:10 AM - 12:00 PM","Weinstein, Daniel","SB D139","9","30","In-Person",
"1","45108","BIOL 3853 (3, 3)","Vt:Special Topics I","W","6:30 PM - 9:20 PM","Vesanen, Mika","SB D139","22","30","In-Person",
"1","75877","BIOL 3854 (4, 4)","Vt:Special Topics I","T, TH","6:30 PM - 8:20 PM","Short, Timothy","SB D139","4","16","In-Person",
"1","45459","BIOL 3863 (3, 3)","Vt:Spec Topics-Eeb","M","1:40 PM - 4:30 PM","Dennehy, John","SB D139","13","12","In-Person",
"1","40817","BIOL 3864 (6, 4)","Vt:Spec Topics-Eeb","TH","9:10 AM - 12:00 PM","Sperling, Jon","CH 203","7","7","In-Person",
"1A","40860","BIOL 3864 (6, 4)","Vt:Spec Topics-Eeb","TH","12:10 PM - 2:00 PM","Sperling, Jon","CH 203","7","10","In-Person",
"1A","40860","BIOL 3864 (6, 4)","Vt:Spec Topics-Eeb","TH","2:35 PM - 3:25 PM","Sperling, Jon","CH 203","7","10","In-Person",
"1","41159","BIOL 3901 (1, 1)","Research In Biol 1","&nbsp;"," - ","Lahti, David"," ","1","5","In-Person",
"2","41165","BIOL 3901 (1, 1)","Research In Biol 1","&nbsp;"," - ",", "," ","0","5","In-Person",
"4","41175","BIOL 3901 (1, 1)","Research In Biol 1","&nbsp;"," - ","Lahti, David"," ","0","5","In-Person",
"3","41169","BIOL 3901 (1, 1)","Research In Biol 1","&nbsp;"," - ",", "," ","0","5","In-Person",
"3","41169","BIOL 3901 (1, 1)","Research In Biol 1","&nbsp;"," - ","Lahti, David"," ","0","5","In-Person",
"5","41190","BIOL 3901 (1, 1)","Research In Biol 1","&nbsp;"," - ","Lahti, David"," ","0","5","In-Person",
"5","41190","BIOL 3901 (1, 1)","Research In Biol 1","&nbsp;"," - ",", "," ","0","5","In-Person",
"1","41159","BIOL 3901 (1, 1)","Research In Biol 1","&nbsp;"," - ","Ma, Pokay"," ","1","5","In-Person",
"2","41165","BIOL 3901 (1, 1)","Research In Biol 1","&nbsp;"," - ","Lahti, David"," ","0","5","In-Person",
"2","44573","BIOL 3902 (2, 2)","Research In Biol 1","&nbsp;"," - ","Lahti, David"," ","0","5","In-Person",
"2","44573","BIOL 3902 (2, 2)","Research In Biol 1","&nbsp;"," - ",", "," ","0","5","In-Person",
"3","44574","BIOL 3902 (2, 2)","Research In Biol 1","&nbsp;"," - ","Lahti, David"," ","0","5","In-Person",
"3","44574","BIOL 3902 (2, 2)","Research In Biol 1","&nbsp;"," - ",", "," ","0","5","In-Person",
"1","41547","BIOL 3902 (2, 2)","Research In Biol 1","&nbsp;"," - ",", "," ","0","5","In-Person",
"1","41547","BIOL 3902 (2, 2)","Research In Biol 1","&nbsp;"," - ","Lahti, David"," ","0","5","In-Person",
"4","44579","BIOL 3903 (3, 3)","Research In Biol 1","&nbsp;"," - ","Lahti, David"," ","0","5","In-Person",
"4","44579","BIOL 3903 (3, 3)","Research In Biol 1","&nbsp;"," - ","Baker, Mitchell"," ","0","5","In-Person",
"3","44578","BIOL 3903 (3, 3)","Research In Biol 1","&nbsp;"," - ","Lahti, David"," ","2","5","In-Person",
"3","44578","BIOL 3903 (3, 3)","Research In Biol 1","&nbsp;"," - ","Dennehy, John"," ","2","5","In-Person",
"2","44577","BIOL 3903 (3, 3)","Research In Biol 1","&nbsp;"," - ","Ma, Pokay"," ","6","5","In-Person",
"1","44576","BIOL 3903 (3, 3)","Research In Biol 1","&nbsp;"," - ","Melendez, Alicia"," ","1","5","In-Person",
"2","44577","BIOL 3903 (3, 3)","Research In Biol 1","&nbsp;"," - ","Lahti, David"," ","6","5","In-Person",
"1","44576","BIOL 3903 (3, 3)","Research In Biol 1","&nbsp;"," - ","Lahti, David"," ","1","5","In-Person",
"6","85171","BIOL 3903 (3, 3)","Research In Biol 1","&nbsp;"," - ","Holtzman, Nathalia"," ","1","5","In-Person",
"5","85110","BIOL 3903 (3, 3)","Research In Biol 1","&nbsp;"," - ","Short, Timothy"," ","0","5","In-Person",
"5","85110","BIOL 3903 (3, 3)","Research In Biol 1","&nbsp;"," - ","Lahti, David"," ","0","5","In-Person",
"5","44613","BIOL 3911 (3, 1)","Research In Biol 2","&nbsp;"," - ","Lahti, David"," ","0","5","In-Person",
"2","44610","BIOL 3911 (3, 1)","Research In Biol 2","&nbsp;"," - ","Lahti, David"," ","0","5","In-Person",
"5","44613","BIOL 3911 (3, 1)","Research In Biol 2","&nbsp;"," - ",", "," ","0","5","In-Person",
"2","44610","BIOL 3911 (3, 1)","Research In Biol 2","&nbsp;"," - ",", "," ","0","5","In-Person",
"3","44611","BIOL 3911 (3, 1)","Research In Biol 2","&nbsp;"," - ","Lahti, David"," ","0","5","In-Person",
"3","44611","BIOL 3911 (3, 1)","Research In Biol 2","&nbsp;"," - ",", "," ","0","5","In-Person",
"4","44612","BIOL 3911 (3, 1)","Research In Biol 2","&nbsp;"," - ","Lahti, David"," ","0","5","In-Person",
"4","44612","BIOL 3911 (3, 1)","Research In Biol 2","&nbsp;"," - ",", "," ","0","5","In-Person",
"1","44609","BIOL 3911 (3, 1)","Research In Biol 2","&nbsp;"," - ","Lahti, David"," ","0","5","In-Person",
"1","44609","BIOL 3911 (3, 1)","Research In Biol 2","&nbsp;"," - ",", "," ","0","5","In-Person",
"3","44618","BIOL 3912 (6, 2)","Research In Biol 2","&nbsp;"," - ",", "," ","0","5","In-Person",
"3","44618","BIOL 3912 (6, 2)","Research In Biol 2","&nbsp;"," - ","Lahti, David"," ","0","5","In-Person",
"2","44616","BIOL 3912 (6, 2)","Research In Biol 2","&nbsp;"," - ",", "," ","0","5","In-Person",
"1","44615","BIOL 3912 (6, 2)","Research In Biol 2","&nbsp;"," - ","Lahti, David"," ","0","5","In-Person",
"1","44615","BIOL 3912 (6, 2)","Research In Biol 2","&nbsp;"," - ",", "," ","0","5","In-Person",
"2","44616","BIOL 3912 (6, 2)","Research In Biol 2","&nbsp;"," - ","Lahti, David"," ","0","5","In-Person",
"3","44659","BIOL 3913 (9, 3)","Vt:Research In Bio 2","&nbsp;"," - ",", "," ","0","5","In-Person",
"3","44659","BIOL 3913 (9, 3)","Vt:Research In Bio 2","&nbsp;"," - ","Lahti, David"," ","0","5","In-Person",
"2","44658","BIOL 3913 (9, 3)","Vt:Research In Bio 2","&nbsp;"," - ","Lahti, David"," ","0","5","In-Person",
"2","44658","BIOL 3913 (9, 3)","Vt:Research In Bio 2","&nbsp;"," - ",", "," ","0","5","In-Person",
"1","44657","BIOL 3913 (9, 3)","Vt:Research In Bio 2","&nbsp;"," - ","Boissinot, Stephane"," ","1","5","In-Person",
"1","44657","BIOL 3913 (9, 3)","Vt:Research In Bio 2","&nbsp;"," - ","Lahti, David"," ","1","5","In-Person",
"3","84942","BIOL 3953 (3, 3)","Honors Res Biol 1","&nbsp;"," - ","Dennehy, John"," ","1","5","In-Person",
"2","84775","BIOL 3953 (3, 3)","Honors Res Biol 1","&nbsp;"," - ","Short, Timothy"," ","1","5","In-Person",
"2","84775","BIOL 3953 (3, 3)","Honors Res Biol 1","&nbsp;"," - ","Lahti, David"," ","1","5","In-Person",
"1","49574","BIOL 3953 (3, 3)","Honors Res Biol 1","&nbsp;"," - ","Lahti, David"," ","1","5","In-Person",
"1","49574","BIOL 3953 (3, 3)","Honors Res Biol 1","&nbsp;"," - ","Holtzman, Nathalia"," ","1","5","In-Person",
"3","84942","BIOL 3953 (3, 3)","Honors Res Biol 1","&nbsp;"," - ","Lahti, David"," ","1","5","In-Person",
"1A","48069","BIOL 585 (4, 4)","Genetics","T","6:30 PM - 7:20 PM","Madaan, Uday","RZ 128","2","3","In-Person",
"1","48008","BIOL 585 (4, 4)","Genetics","T, TH","3:10 PM - 4:25 PM","Melendez, Alicia","RE 100","2","6","In-Person",
"1","48008","BIOL 585 (4, 4)","Genetics","T, TH","3:10 PM - 4:25 PM","Savagedunn, Cathy","RE 100","2","6","In-Person",
"1B","48083","BIOL 585 (4, 4)","Genetics","TH","6:30 PM - 7:20 PM","Savagedunn, Cathy","RZ 128","0","3","In-Person",
"1A","48069","BIOL 585 (4, 4)","Genetics","T","6:30 PM - 7:20 PM","Savagedunn, Cathy","RZ 128","2","3","In-Person",
"1B","48083","BIOL 585 (4, 4)","Genetics","TH","6:30 PM - 7:20 PM","Clark, James","RZ 128","0","3","In-Person",
"1","44668","BIOL 586 (3, 3)","Cell Biology","T, TH","5:00 PM - 6:15 PM","Fath, Karl","RE 100","3","3","In-Person",
"1","40826","BIOL 614 (6, 4)","Plant Systematics","T","2:45 PM - 3:35 PM","Sperling, Jon","CH 203","4","3","In-Person",
"1","40826","BIOL 614 (6, 4)","Plant Systematics","T","12:10 PM - 2:00 PM","Sperling, Jon","CH 203","4","3","In-Person",
"1","40826","BIOL 614 (6, 4)","Plant Systematics","T","9:10 AM - 12:00 PM","Sperling, Jon","CH 203","4","3","In-Person",
"1A","44685","BIOL 640 (6, 4)","General Ecology","T","1:40 PM - 5:30 PM","Waldman, John","CH 204","3","3","In-Person",
"1","44682","BIOL 640 (6, 4)","General Ecology","T","10:05 AM - 11:55 AM","Waldman, John","SB D139","6","9","In-Person",
"1B","44689","BIOL 640 (6, 4)","General Ecology","W","1:40 PM - 5:30 PM","Waldman, John","CH 204","3","3","In-Person",
"1","47054","BIOL 645 (3, 3)","Evol &amp; Cult Beh","W","6:30 PM - 9:20 PM","Baker, Mitchell","CD 134","10","10","In-Person",
"1","75908","BIOL 6804 (6, 4)","Vt:Fld Biol Studies","TH","9:10 AM - 12:00 PM","Sperling, Jon","CH 203","4","4","In-Person",
"1A","75909","BIOL 6804 (6, 4)","Vt:Fld Biol Studies","TH","12:10 PM - 2:00 PM","Sperling, Jon","CH 203","4","10","In-Person",
"1A","75909","BIOL 6804 (6, 4)","Vt:Fld Biol Studies","TH","2:35 PM - 3:25 PM","Sperling, Jon","CH 203","4","10","In-Person",
"1","45469","BIOL 6853 (3, 3)","Special Topics","M","1:40 PM - 4:30 PM","Dennehy, John","SB D139","4","4","In-Person",
"1","75879","BIOL 6854 (6, 4)","Special Topics","T, TH","6:30 PM - 8:20 PM","Short, Timothy","SB D139","6","8","In-Person",
"1","44693","BIOL 710 (5, 5)","Molecular Biology","M, W","6:30 PM - 8:20 PM","Rotenberg, Susan","SB D348","10","20","In-Person",
"1","44693","BIOL 710 (5, 5)","Molecular Biology","M, W","6:30 PM - 8:20 PM","Short, Timothy","SB D348","10","20","In-Person",
"1","44693","BIOL 710 (5, 5)","Molecular Biology","M, W","8:30 PM - 9:20 PM","Rotenberg, Susan","SB D348","10","20","In-Person",
